,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
657,Veer-Zaara,(2004),192 min,7.8,67        ,"53,041",$2.92M,"""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
658,Pride & Prejudice,(2005),129 min,7.8,82        ,"293,483",$38.41M,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
659,The World's Fastest Indian,(2005),127 min,7.8,68        ,"55,098",$5.13M,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
660,Tôkyô goddofâzâzu,(2003),90 min,7.8,73        ,"40,081",$0.13M,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents."
661,Serenity,(2005),119 min,7.8,74        ,"295,672",$25.51M,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
662,Crash,(I) (2004),112 min,7.8,66        ,"435,746",$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
663,Les choristes,(2004),97 min,7.8,56        ,"62,189",$3.64M,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
664,Walk the Line,(2005),136 min,7.8,72        ,"250,382",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
665,The Notebook,(2004),123 min,7.8,53        ,"567,201",$81.00M,"A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences."
666,The Last Samurai,(2003),154 min,7.8,55        ,"437,866",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
667,Diarios de motocicleta,(2004),126 min,7.8,75        ,"101,305",$16.76M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
668,Lilja 4-ever,(2002),109 min,7.8,82        ,"45,782",$0.18M,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
669,Sennen joyû,(2001),87 min,7.8,70        ,"28,054",$0.19M,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
670,Cowboy Bebop: Tengoku no tobira,(2001),115 min,7.8,61        ,"48,768",$1.00M,"A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit."
671,Gongdong gyeongbi guyeok JSA,(2000),110 min,7.8,58        ,"30,330",%^%^%^,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
672,Remember the Titans,(2000),113 min,7.8,48        ,"214,694",$115.65M,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
673,Todo sobre mi madre,(1999),101 min,7.8,87        ,"96,735",$8.26M,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela."
674,Cast Away,(2000),143 min,7.8,73        ,"585,820",$233.63M,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
675,The Insider,(1999),157 min,7.8,84        ,"171,079",$28.97M,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
676,October Sky,(1999),108 min,7.8,71        ,"90,789",$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
677,Being John Malkovich,(1999),113 min,7.8,90        ,"333,995",$22.86M,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
678,Gattaca,(1997),106 min,7.8,64        ,"302,832",$12.34M,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
679,Hamlet,(1996),242 min,7.8,****,"38,258",$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
680,Breaking the Waves,(1996),159 min,7.8,76        ,"67,065",$4.04M,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
681,Ed Wood,(1994),127 min,7.8,70        ,"176,047",$5.89M,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
682,Tombstone,(1993),130 min,7.8,50        ,"148,303",$56.51M,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
683,The Sandlot,(1993),101 min,7.8,55        ,"91,891",$32.42M,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
684,The Remains of the Day,(1993),134 min,7.8,86        ,"74,218",$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
685,Jûbê ninpûchô,(1993),94 min,7.8,****,"37,563",%^%^%^,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.
686,The Fugitive,(1993),130 min,7.8,87        ,"293,478",$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
687,A Bronx Tale,(1993),121 min,7.8,80        ,"141,436",$17.27M,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
688,Batman: Mask of the Phantasm,(1993),76 min,7.8,65        ,"50,934",$5.62M,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
689,Boyz n the Hood,(1991),112 min,7.8,76        ,"140,098",$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
690,Misery,(1990),107 min,7.8,75        ,"208,994",$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
691,Awakenings,(1990),121 min,7.8,74        ,"140,559",$52.10M,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
692,Majo no takkyûbin,(1989),103 min,7.8,83        ,"143,410",%^%^%^,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
693,Glory,(1989),122 min,7.8,78        ,"134,767",$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
694,Dip huet seung hung,(1989),111 min,7.8,82        ,"48,529",%^%^%^,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
695,Crimes and Misdemeanors,(1989),104 min,7.8,77        ,"58,083",$18.25M,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
696,Back to the Future Part II,(1989),108 min,7.8,57        ,"526,622",$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
697,Mississippi Burning,(1988),128 min,7.8,65        ,"100,644",$34.60M,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
698,Predator,(1987),107 min,7.8,46        ,"418,693",$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
699,Ferris Bueller's Day Off,(1986),103 min,7.8,61        ,"355,114",$70.14M,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
700,The Breakfast Club,(1985),97 min,7.8,66        ,"394,370",$45.88M,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
701,The Killing Fields,(1984),141 min,7.8,76        ,"55,598",$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
702,Ghostbusters,(1984),105 min,7.8,71        ,"410,770",$238.63M,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
703,The Right Stuff,(1983),193 min,7.8,91        ,"61,570",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
704,The King of Comedy,(1982),109 min,7.8,73        ,"103,180",$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
